"행정구역","2020년_총인구수","2020년_세대수","2020년_세대당 인구","2020년_남자 인구수","2020년_여자 인구수","2020년_남여 비율"
"광주광역시 남구 (2915500000)","214,579","93,295","          2.30","103,257","111,322","          0.93"
"광주광역시 북구 (2917000000)","430,431","191,997","          2.24","213,611","216,820","          0.99"
"광주광역시 광산구 (2920000000)","405,579","165,888","          2.44","204,296","201,283","          1.01"
"대전광역시  (3000000000)","1,463,882","652,783","          2.24","730,699","733,183","          1.00"
"대전광역시 동구 (3011000000)","223,021","105,729","          2.11","112,416","110,605","          1.02"
"대전광역시 중구 (3014000000)","235,550","107,626","          2.19","116,233","119,317","          0.97"
"대전광역시 서구 (3017000000)","477,880","209,931","          2.28","235,112","242,768","          0.97"
"대전광역시 유성구 (3020000000)","351,047","151,292","          2.32","177,240","173,807","          1.02"
"대전광역시 대덕구 (3023000000)","176,384","78,205","          2.26","89,698","86,686","          1.03"
"울산광역시  (3100000000)","1,136,017","476,893","          2.38","583,708","552,309","          1.06"
"울산광역시 중구 (3111000000)","217,595","93,212","          2.33","110,201","107,394","          1.03"
"울산광역시 남구 (3114000000)","320,064","137,925","          2.32","163,198","156,866","          1.04"
"울산광역시 동구 (3117000000)","156,806","65,815","          2.38","81,999","74,807","          1.10"
"울산광역시 북구 (3120000000)","219,014","83,781","          2.61","113,392","105,622","          1.07"
"울산광역시 울주군 (3171000000)","222,538","96,160","          2.31","114,918","107,620","          1.07"
"세종특별자치시  (3600000000)","355,831","144,275","          2.47","177,568","178,263","          1.00"
"세종특별자치시  (3611000000)","355,831","144,275","          2.47","177,568","178,263","          1.00"
"경기도  (4100000000)","13,427,014","5,676,401","          2.37","6,754,469","6,672,545","          1.01"
"경기도 수원시 (4111000000)","1,186,078","506,950","          2.34","597,076","589,002","          1.01"
"경기도 수원시 장안구 (4111100000)","273,661","115,738","          2.36","137,807","135,854","          1.01"
"경기도 수원시 권선구 (4111300000)","368,645","154,921","          2.38","186,050","182,595","          1.02"
"경기도 수원시 팔달구 (4111500000)","174,930","86,362","          2.03","88,180","86,750","          1.02"
"경기도 수원시 영통구 (4111700000)","368,842","149,929","          2.46","185,039","183,803","          1.01"
"경기도 성남시 (4113000000)","940,064","407,912","          2.30","465,407","474,657","          0.98"
"경기도 성남시 수정구 (4113100000)","241,701","115,709","          2.09","122,204","119,497","          1.02"
"경기도 성남시 중원구 (4113300000)","216,131","101,151","          2.14","109,444","106,687","          1.03"
"경기도 성남시 분당구 (4113500000)","482,232","191,052","          2.52","233,759","248,473","          0.94"
"경기도 의정부시 (4115000000)","461,710","201,630","          2.29","227,342","234,368","          0.97"
"경기도 안양시 (4117000000)","550,027","220,552","          2.49","271,936","278,091","          0.98"
"경기도 안양시 만안구 (4117100000)","239,413","101,305","          2.36","119,864","119,549","          1.00"
"경기도 안양시 동안구 (4117300000)","310,614","119,247","          2.60","152,072","158,542","          0.96"
"경기도 부천시 (4119000000)","818,383","344,495","          2.38","406,023","412,360","          0.98"
"경기도 광명시 (4121000000)","298,599","120,560","          2.48","147,278","151,321","          0.97"
"경기도 평택시 (4122000000)","537,307","243,838","          2.20","277,617","259,690","          1.07"
"경기도 송탄출장소 (4122200000)","0","0","          0.00","0","0","          0.00"
"경기도 안중출장소 (4122400000)","0","0","          0.00","0","0","          0.00"
"경기도 동두천시 (4125000000)","94,353","43,874","          2.15","47,038","47,315","          0.99"
"경기도 안산시 (4127000000)","654,915","286,061","          2.29","335,804","319,111","          1.05"
"경기도 안산시 상록구 (4127100000)","351,888","153,103","          2.30","179,452","172,436","          1.04"
"경기도 안산시 단원구 (4127300000)","303,027","132,958","          2.28","156,352","146,675","          1.07"
"경기도 고양시 (4128000000)","1,079,216","448,574","          2.41","528,480","550,736","          0.96"
"경기도 고양시 덕양구 (4128100000)","476,962","203,939","          2.34","235,773","241,189","          0.98"
"경기도 고양시 일산동구 (4128500000)","299,716","126,569","          2.37","145,874","153,842","          0.95"
"경기도 고양시 일산서구 (4128700000)","302,538","118,066","          2.56","146,833","155,705","          0.94"
"경기도 과천시 (4129000000)","63,231","23,373","          2.71","31,068","32,163","          0.97"
"경기도 구리시 (4131000000)","197,454","81,520","          2.42","97,939","99,515","          0.98"
"경기도 남양주시 (4136000000)","713,321","285,334","          2.50","355,197","358,124","          0.99"
"경기도 풍양출장소 (4136200000)","0","0","          0.00","0","0","          0.00"
"경기도 오산시 (4137000000)","229,725","99,436","          2.31","118,785","110,940","          1.07"
"경기도 시흥시 (4139000000)","500,895","211,150","          2.37","261,730","239,165","          1.09"
"경기도 군포시 (4141000000)","273,791","112,476","          2.43","135,834","137,957","          0.98"
"경기도 의왕시 (4143000000)","163,795","64,690","          2.53","81,470","82,325","          0.99"
"경기도 하남시 (4145000000)","293,452","128,774","          2.28","147,424","146,028","          1.01"
"경기도 용인시 (4146000000)","1,074,176","420,519","          2.55","532,847","541,329","          0.98"
"경기도 용인시 처인구 (4146100000)","257,498","111,684","          2.31","131,974","125,524","          1.05"
"경기도 용인시 기흥구 (4146300000)","440,835","169,979","          2.59","217,663","223,172","          0.98"
"경기도 용인시 수지구 (4146500000)","375,843","138,856","          2.71","183,210","192,633","          0.95"
"경기도 파주시 (4148000000)","465,617","200,270","          2.32","236,049","229,568","          1.03"
"경기도 이천시 (4150000000)","218,388","96,799","          2.26","112,947","105,441","          1.07"
"경기도 안성시 (4155000000)","187,012","85,839","          2.18","96,355","90,657","          1.06"
"경기도 김포시 (4157000000)","473,970","193,234","          2.45","237,507","236,463","          1.00"
"경기도 화성시 (4159000000)","855,248","351,924","          2.43","443,841","411,407","          1.08"
"경기도 화성시동부출장소 (4159200000)","0","0","          0.00","0","0","          0.00"
"경기도 화성시동탄출장소 (4159400000)","0","0","          0.00","0","0","          0.00"
"경기도 광주시 (4161000000)","382,054","164,320","          2.33","195,298","186,756","          1.05"
"경기도 양주시 (4163000000)","230,359","97,998","          2.35","116,916","113,443","          1.03"
"경기도 포천시 (4165000000)","147,274","71,315","          2.07","77,905","69,369","          1.12"
"경기도 여주시 (4167000000)","111,897","51,748","          2.16","56,838","55,059","          1.03"
"경기도 연천군 (4180000000)","43,516","22,028","          1.98","22,799","20,717","          1.10"
"경기도 가평군 (4182000000)","62,377","31,533","          1.98","32,156","30,221","          1.06"
"경기도 양평군 (4183000000)","118,810","57,675","          2.06","59,563","59,247","          1.01"
"강원도  (4200000000)","1,542,840","736,301","          2.10","776,505","766,335","          1.01"
"강원도 춘천시 (4211000000)","282,765","126,685","          2.23","139,576","143,189","          0.97"
"강원도 원주시 (4213000000)","354,376","160,307","          2.21","175,939","178,437","          0.99"
"강원도 강릉시 (4215000000)","213,321","101,424","          2.10","105,794","107,527","          0.98"
"강원도 동해시 (4217000000)","90,593","42,306","          2.14","45,991","44,602","          1.03"
"강원도 태백시 (4219000000)","42,719","21,588","          1.98","21,640","21,079","          1.03"
"강원도 속초시 (4221000000)","82,665","39,932","          2.07","40,965","41,700","          0.98"
"강원도 삼척시 (4223000000)","65,243","33,635","          1.94","33,011","32,232","          1.02"
"강원도 홍천군 (4272000000)","69,242","34,187","          2.03","35,663","33,579","          1.06"
"강원도 횡성군 (4273000000)","46,472","23,276","          2.00","23,822","22,650","          1.05"
"강원도 영월군 (4275000000)","38,662","21,246","          1.82","19,986","18,676","          1.07"
"강원도 평창군 (4276000000)","41,681","21,618","          1.93","21,321","20,360","          1.05"
"강원도 정선군 (4277000000)","36,870","20,230","          1.82","19,174","17,696","          1.08"
"강원도 철원군 (4278000000)","44,699","21,182","          2.11","23,216","21,483","          1.08"
"강원도 화천군 (4279000000)","24,857","12,862","          1.93","13,472","11,385","          1.18"
"강원도 양구군 (4280000000)","22,278","10,828","          2.06","11,829","10,449","          1.13"
"강원도 인제군 (4281000000)","31,694","15,900","          1.99","17,084","14,610","          1.17"
"강원도 고성군 (4282000000)","26,757","14,546","          1.84","13,802","12,955","          1.07"
"강원도 양양군 (4283000000)","27,946","14,549","          1.92","14,220","13,726","          1.04"
"충청북도  (4300000000)","1,600,837","745,644","          2.15","811,591","789,246","          1.03"
"충청북도 청주시 (4311000000)","844,993","376,252","          2.25","425,848","419,145","          1.02"
"충청북도 청주시 상당구 (4311100000)","190,034","81,185","          2.34","94,480","95,554","          0.99"
"충청북도 청주시 서원구 (4311200000)","194,720","87,404","          2.23","96,695","98,025","          0.99"
"충청북도 청주시 흥덕구 (4311300000)","265,866","120,261","          2.21","134,958","130,908","          1.03"
"충청북도 청주시 청원구 (4311400000)","194,373","87,402","          2.22","99,715","94,658","          1.05"
"충청북도 충주시 (4313000000)","210,186","98,020","          2.14","106,273","103,913","          1.02"
"충청북도 제천시 (4315000000)","133,018","63,945","          2.08","66,705","66,313","          1.01"
"충청북도 보은군 (4372000000)","32,412","16,981","          1.91","16,292","16,120","          1.01"
"충청북도 옥천군 (4373000000)","50,527","24,437","          2.07","25,489","25,038","          1.02"
"충청북도 영동군 (4374000000)","47,475","24,414","          1.94","23,624","23,851","          0.99"
"충청북도 증평군 (4374500000)","36,807","17,697","          2.08","19,129","17,678","          1.08"
"충청북도 진천군 (4375000000)","83,718","39,594","          2.11","43,836","39,882","          1.10"
"충청북도 괴산군 (4376000000)","39,393","22,145","          1.78","20,225","19,168","          1.06"
"충청북도 음성군 (4377000000)","93,153","46,831","          1.99","49,388","43,765","          1.13"
"충청북도 단양군 (4380000000)","29,155","15,328","          1.90","14,782","14,373","          1.03"
"충청남도  (4400000000)","2,121,029","983,153","          2.16","1,082,634","1,038,395","          1.04"
"충청남도 천안시 (4413000000)","658,808","291,425","          2.26","336,221","322,587","          1.04"
"충청남도 천안시 동남구 (4413100000)","258,009","115,586","          2.23","130,719","127,290","          1.03"
"충청남도 천안시 서북구 (4413300000)","400,799","175,839","          2.28","205,502","195,297","          1.05"
"충청남도 공주시 (4415000000)","104,545","50,966","          2.05","52,297","52,248","          1.00"
"충청남도 보령시 (4418000000)","100,229","49,361","          2.03","50,807","49,422","          1.03"
"충청남도 아산시 (4420000000)","316,129","139,580","          2.26","164,115","152,014","          1.08"
"충청남도 서산시 (4421000000)","175,591","79,103","          2.22","91,399","84,192","          1.09"
"충청남도 논산시 (4423000000)","116,675","57,826","          2.02","58,316","58,359","          1.00"
"충청남도 계룡시 (4425000000)","42,822","16,531","          2.59","21,343","21,479","          0.99"
"충청남도 당진시 (4427000000)","166,249","77,661","          2.14","88,206","78,043","          1.13"
"충청남도 금산군 (4471000000)","51,413","25,897","          1.99","25,928","25,485","          1.02"
"충청남도 부여군 (4476000000)","65,354","33,562","          1.95","32,374","32,980","          0.98"
"충청남도 서천군 (4477000000)","51,866","26,794","          1.94","25,614","26,252","          0.98"
"충청남도 청양군 (4479000000)","30,948","16,378","          1.89","15,691","15,257","          1.03"
"충청남도 홍성군 (4480000000)","100,102","46,588","          2.15","49,796","50,306","          0.99"
"충청남도 예산군 (4481000000)","78,084","38,946","          2.00","39,156","38,928","          1.01"
"충청남도 태안군 (4482500000)","62,214","32,535","          1.91","31,371","30,843","          1.02"
"전라북도  (4500000000)","1,804,104","836,660","          2.16","896,874","907,230","          0.99"
"전라북도 전주시 (4511000000)","657,432","284,106","          2.31","323,542","333,890","          0.97"
"전라북도 전주시 완산구 (4511100000)","339,718","149,040","          2.28","165,413","174,305","          0.95"
"전라북도 전주시 덕진구 (4511300000)","317,714","135,066","          2.35","158,129","159,585","          0.99"
"전라북도 전주시효자출장소 (4511800000)","0","0","          0.00","0","0","          0.00"
"전라북도 군산시 (4513000000)","267,859","121,220","          2.21","135,332","132,527","          1.02"
"전라북도 익산시 (4514000000)","282,276","128,400","          2.20","140,573","141,703","          0.99"
"전라북도 익산시함열출장소 (4514500000)","0","0","          0.00","0","0","          0.00"
"전라북도 정읍시 (4518000000)","108,508","54,335","          2.00","53,791","54,717","          0.98"
"전라북도 남원시 (4519000000)","80,662","39,457","          2.04","39,560","41,102","          0.96"
"전라북도 김제시 (4521000000)","82,450","42,459","          1.94","40,844","41,606","          0.98"
"전라북도 완주군 (4571000000)","91,609","43,275","          2.12","47,077","44,532","          1.06"
"전라북도 진안군 (4572000000)","25,394","13,406","          1.89","12,832","12,562","          1.02"
"전라북도 무주군 (4573000000)","24,036","12,674","          1.90","11,959","12,077","          0.99"
"전라북도 장수군 (4574000000)","22,085","11,554","          1.91","11,000","11,085","          0.99"
"전라북도 임실군 (4575000000)","27,314","14,801","          1.85","13,966","13,348","          1.05"
"전라북도 순창군 (4577000000)","27,810","14,097","          1.97","13,520","14,290","          0.95"
"전라북도 고창군 (4579000000)","54,529","29,057","          1.88","26,964","27,565","          0.98"
"전라북도 부안군 (4580000000)","52,140","27,819","          1.87","25,914","26,226","          0.99"
"전라남도  (4600000000)","1,851,549","893,152","          2.07","930,615","920,934","          1.01"
"전라남도 목포시 (4611000000)","224,044","103,316","          2.17","111,578","112,466","          0.99"
"전라남도 여수시 (4613000000)","280,242","126,988","          2.21","142,995","137,247","          1.04"
"전라남도 순천시 (4615000000)","282,189","121,488","          2.32","140,772","141,417","          1.00"
"전라남도 나주시 (4617000000)","115,613","58,025","          1.99","58,194","57,419","          1.01"
"전라남도 광양시 (4623000000)","151,769","65,668","          2.31","79,144","72,625","          1.09"
"전라남도 담양군 (4671000000)","46,280","24,369","          1.90","23,502","22,778","          1.03"
"전라남도 곡성군 (4672000000)","28,039","15,414","          1.82","13,707","14,332","          0.96"
"전라남도 구례군 (4673000000)","25,719","13,414","          1.92","12,519","13,200","          0.95"
"전라남도 고흥군 (4677000000)","63,922","35,290","          1.81","31,051","32,871","          0.94"
"전라남도 보성군 (4678000000)","40,482","22,628","          1.79","19,719","20,763","          0.95"
"전라남도 화순군 (4679000000)","62,522","31,090","          2.01","30,906","31,616","          0.98"
"전라남도 장흥군 (4680000000)","37,800","20,431","          1.85","18,381","19,419","          0.95"
"전라남도 강진군 (4681000000)","34,597","18,612","          1.86","16,715","17,882","          0.93"
"전라남도 해남군 (4682000000)","68,806","35,259","          1.95","33,975","34,831","          0.98"
"전라남도 영암군 (4683000000)","53,699","27,827","          1.93","27,595","26,104","          1.06"
"전라남도 무안군 (4684000000)","86,132","40,114","          2.15","43,254","42,878","          1.01"
"전라남도 함평군 (4686000000)","32,050","17,995","          1.78","16,062","15,988","          1.00"
"전라남도 영광군 (4687000000)","53,099","27,138","          1.96","26,468","26,631","          0.99"
"전라남도 장성군 (4688000000)","44,464","23,178","          1.92","22,781","21,683","          1.05"
"전라남도 완도군 (4689000000)","49,916","26,241","          1.90","25,099","24,817","          1.01"
"전라남도 진도군 (4690000000)","31,227","16,840","          1.85","15,429","15,798","          0.98"
"전라남도 신안군 (4691000000)","38,938","21,827","          1.78","20,769","18,169","          1.14"
"경상북도  (4700000000)","2,639,422","1,254,662","          2.10","1,329,211","1,310,211","          1.01"
"경상북도 포항시 (4711000000)","502,916","225,693","          2.23","254,222","248,694","          1.02"
"경상북도 포항시 남구 (4711100000)","230,422","106,025","          2.17","118,767","111,655","          1.06"
"경상북도 포항시 북구 (4711300000)","272,494","119,668","          2.28","135,455","137,039","          0.99"
"경상북도 경주시 (4713000000)","253,502","121,505","          2.09","126,911","126,591","          1.00"
"경상북도 김천시 (4715000000)","140,548","67,122","          2.09","70,525","70,023","          1.01"
"경상북도 안동시 (4717000000)","158,907","76,915","          2.07","78,661","80,246","          0.98"
"경상북도 구미시 (4719000000)","416,328","179,889","          2.31","213,720","202,608","          1.05"
"경상북도 영주시 (4721000000)","103,119","49,718","          2.07","51,070","52,049","          0.98"
"경상북도 영천시 (4723000000)","102,015","52,861","          1.93","51,812","50,203","          1.03"
"경상북도 상주시 (4725000000)","97,228","48,856","          1.99","47,634","49,594","          0.96"
"경상북도 문경시 (4728000000)","71,406","36,268","          1.97","35,000","36,406","          0.96"
"경상북도 경산시 (4729000000)","263,728","119,680","          2.20","132,805","130,923","          1.01"
"경상북도 군위군 (4772000000)","23,256","13,096","          1.78","11,892","11,364","          1.05"
"경상북도 의성군 (4773000000)","51,724","28,750","          1.80","25,265","26,459","          0.95"
"경상북도 청송군 (4775000000)","25,044","14,064","          1.78","12,482","12,562","          0.99"
"경상북도 영양군 (4776000000)","16,692","9,127","          1.83","8,263","8,429","          0.98"
"경상북도 영덕군 (4777000000)","36,313","20,153","          1.80","17,197","19,116","          0.90"
"경상북도 청도군 (4782000000)","42,263","22,843","          1.85","20,775","21,488","          0.97"
"경상북도 고령군 (4783000000)","31,361","16,497","          1.90","16,074","15,287","          1.05"
"경상북도 성주군 (4784000000)","43,414","23,516","          1.85","22,473","20,941","          1.07"
"경상북도 칠곡군 (4785000000)","114,758","53,026","          2.16","59,828","54,930","          1.09"
"경상북도 예천군 (4790000000)","55,613","27,301","          2.04","27,352","28,261","          0.97"
"경상북도 봉화군 (4792000000)","31,494","16,908","          1.86","15,853","15,641","          1.01"
"경상북도 울진군 (4793000000)","48,716","25,562","          1.91","24,441","24,275","          1.01"
"경상북도 울릉군 (4794000000)","9,077","5,312","          1.71","4,956","4,121","          1.20"
"경상남도  (4800000000)","3,340,216","1,484,601","          2.25","1,681,423","1,658,793","          1.01"
"경상남도 창원시 (4812000000)","1,036,738","442,097","          2.35","525,278","511,460","          1.03"
"경상남도 창원시 의창구 (4812100000)","262,408","111,656","          2.35","133,544","128,864","          1.04"
"경상남도 창원시 성산구 (4812300000)","214,570","86,158","          2.49","109,642","104,928","          1.04"
"경상남도 창원시 마산합포구 (4812500000)","175,716","80,142","          2.19","87,418","88,298","          0.99"
"경상남도 창원시 마산회원구 (4812700000)","191,289","82,303","          2.32","95,938","95,351","          1.01"
"경상남도 창원시 진해구 (4812900000)","192,755","81,838","          2.36","98,736","94,019","          1.05"
"경상남도 진주시 (4817000000)","348,096","154,197","          2.26","172,107","175,989","          0.98"
"경상남도 통영시 (4822000000)","128,293","59,813","          2.14","64,502","63,791","          1.01"
"경상남도 사천시 (4824000000)","111,105","53,509","          2.08","56,010","55,095","          1.02"
"경상남도 사천남양출장소 (4824500000)","0","0","          0.00","0","0","          0.00"
"경상남도 김해시 (4825000000)","542,338","223,242","          2.43","274,313","268,025","          1.02"
"경상남도 장유출장소 (4825200000)","0","0","          0.00","0","0","          0.00"
"경상남도 밀양시 (4827000000)","104,831","52,673","          1.99","51,356","53,475","          0.96"
"경상남도 거제시 (4831000000)","245,754","103,779","          2.37","128,978","116,776","          1.10"
"경상남도 양산시 (4833000000)","352,229","149,595","          2.35","176,641","175,588","          1.01"
"경상남도 양산시웅상출장소 (4833200000)","0","0","          0.00","0","0","          0.00"
"경상남도 의령군 (4872000000)","26,800","14,917","          1.80","13,140","13,660","          0.96"
"경상남도 함안군 (4873000000)","64,182","31,056","          2.07","32,561","31,621","          1.03"
"경상남도 창녕군 (4874000000)","61,301","32,203","          1.90","30,452","30,849","          0.99"
"경상남도 고성군 (4882000000)","51,361","26,222","          1.96","25,760","25,601","          1.01"
"경상남도 남해군 (4884000000)","42,958","22,780","          1.89","20,707","22,251","          0.93"
"경상남도 하동군 (4885000000)","44,785","23,796","          1.88","22,364","22,421","          1.00"
"경상남도 산청군 (4886000000)","34,857","19,454","          1.79","17,110","17,747","          0.96"
"경상남도 함양군 (4887000000)","39,080","20,754","          1.88","18,853","20,227","          0.93"
"경상남도 거창군 (4888000000)","61,502","30,253","          2.03","30,082","31,420","          0.96"
"경상남도 합천군 (4889000000)","44,006","24,261","          1.81","21,209","22,797","          0.93"
"제주특별자치도  (5000000000)","674,635","302,033","          2.23","338,609","336,026","          1.01"
"제주특별자치도 제주시 (5011000000)","492,466","216,202","          2.28","246,588","245,878","          1.00"
"제주특별자치도 서귀포시 (5013000000)","182,169","85,831","          2.12","92,021","90,148","          1.02"
